artist,album,track_title,track_n,lyric,line,year
Taylor Swift,Speak Now,Long Live,14,May these memories break our fall,41,2010
Taylor Swift,Speak Now,Long Live,14,Will you take a moment?,42,2010
Taylor Swift,Speak Now,Long Live,14,Promise me this,43,2010
Taylor Swift,Speak Now,Long Live,14,That you'll stand by me forever,44,2010
Taylor Swift,Speak Now,Long Live,14,But if God forbid fate should step in,45,2010
Taylor Swift,Speak Now,Long Live,14,And force us into a goodbye,46,2010
Taylor Swift,Speak Now,Long Live,14,If you have children some day,47,2010
Taylor Swift,Speak Now,Long Live,14,When they point to the pictures,48,2010
Taylor Swift,Speak Now,Long Live,14,Please tell them my name,49,2010
Taylor Swift,Speak Now,Long Live,14,Tell them how the crowds went wild,50,2010
Taylor Swift,Speak Now,Long Live,14,Tell them how I hope they shine,51,2010
Taylor Swift,Speak Now,Long Live,14,Long live the walls we crashed through,52,2010
Taylor Swift,Speak Now,Long Live,14,"I had the time of my life, with you",53,2010
Taylor Swift,Speak Now,Long Live,14,"Long, long live the walls we crashed through",54,2010
Taylor Swift,Speak Now,Long Live,14,All the kingdom lights shined just for me and you,55,2010
Taylor Swift,Speak Now,Long Live,14,I was screaming long live all the magic we made,56,2010
Taylor Swift,Speak Now,Long Live,14,And bring on all the pretenders,57,2010
Taylor Swift,Speak Now,Long Live,14,I'm not afraid,58,2010
Taylor Swift,Speak Now,Long Live,14,"Singing, long live all the mountains we moved",59,2010
Taylor Swift,Speak Now,Long Live,14,I had the time of my life fighting dragons with you,60,2010
Taylor Swift,Speak Now,Long Live,14,"And long, long live that look on your face",61,2010
Taylor Swift,Speak Now,Long Live,14,And bring on all the pretenders,62,2010
Taylor Swift,Speak Now,Long Live,14,"One day, we will be remembered",63,2010
Taylor Swift,Speak Now,Ours,15,Elevator buttons and morning air,1,2010
Taylor Swift,Speak Now,Ours,15,Strangers' silence makes me want to take the stairs,2,2010
Taylor Swift,Speak Now,Ours,15,If you were here we'd laugh about their vacant stares,3,2010
Taylor Swift,Speak Now,Ours,15,But right now my time is theirs,4,2010
Taylor Swift,Speak Now,Ours,15,Seems like there's always someone who disapproves,5,2010
Taylor Swift,Speak Now,Ours,15,They'll judge it like they know about me and you,6,2010
Taylor Swift,Speak Now,Ours,15,And the verdict comes from those with nothing else to do,7,2010
Taylor Swift,Speak Now,Ours,15,"The jury's out, but my choice is you",8,2010
Taylor Swift,Speak Now,Ours,15,So don't you worry your pretty little mind,9,2010
Taylor Swift,Speak Now,Ours,15,People throw rocks at things that shine,10,2010
Taylor Swift,Speak Now,Ours,15,And life makes love look hard,11,2010
Taylor Swift,Speak Now,Ours,15,"The stakes are high, the water's rough",12,2010
Taylor Swift,Speak Now,Ours,15,But this love is ours,13,2010
Taylor Swift,Speak Now,Ours,15,You never know what people have up their sleeves,14,2010
Taylor Swift,Speak Now,Ours,15,Ghosts from your past gonna jump out at me,15,2010
Taylor Swift,Speak Now,Ours,15,Lurking in the shadows with their lip gloss smiles,16,2010
Taylor Swift,Speak Now,Ours,15,But I don't care 'cause right now you're mine,17,2010
Taylor Swift,Speak Now,Ours,15,And you'll say,18,2010
Taylor Swift,Speak Now,Ours,15,Don't you worry your pretty little mind,19,2010
Taylor Swift,Speak Now,Ours,15,People throw rocks at things that shine,20,2010
Taylor Swift,Speak Now,Ours,15,And life makes love look hard,21,2010
Taylor Swift,Speak Now,Ours,15,"The stakes are high, the water's rough",22,2010
Taylor Swift,Speak Now,Ours,15,But this love is ours,23,2010
Taylor Swift,Speak Now,Ours,15,And it's not theirs to speculate if it's wrong,24,2010
Taylor Swift,Speak Now,Ours,15,"And your hands are tough, but they are where mine belong",25,2010
Taylor Swift,Speak Now,Ours,15,And I'll fight their doubt and give you faith,26,2010
Taylor Swift,Speak Now,Ours,15,With this song for you,27,2010
Taylor Swift,Speak Now,Ours,15,'Cause I love the gap between your teeth,28,2010
Taylor Swift,Speak Now,Ours,15,And I love the riddles that you speak,29,2010
Taylor Swift,Speak Now,Ours,15,And any snide remarks from my father about your tattoos will be ignored,30,2010
Taylor Swift,Speak Now,Ours,15,'Cause my heart is yours,31,2010
Taylor Swift,Speak Now,Ours,15,So don't you worry your pretty little mind,32,2010
Taylor Swift,Speak Now,Ours,15,People throw rocks at things that shine,33,2010
Taylor Swift,Speak Now,Ours,15,And life makes love look hard,34,2010
Taylor Swift,Speak Now,Ours,15,Don't you worry your pretty little mind,35,2010
Taylor Swift,Speak Now,Ours,15,People throw rocks at things that shine,36,2010
Taylor Swift,Speak Now,Ours,15,But they can't take what's ours,37,2010
Taylor Swift,Speak Now,Ours,15,They can't take what's ours,38,2010
Taylor Swift,Speak Now,Ours,15,"The stakes are high, the water's rough",39,2010
Taylor Swift,Speak Now,Ours,15,But this love is ours,40,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Last night I heard my own heart beating,1,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Sounded like footsteps on my stairs,2,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Six months gone and I'm still reaching,3,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Even though I know you're not there,4,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"I was playing back a thousand memories, baby",5,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Thinkin' 'bout everything we've been through,6,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Maybe I've been going back too much lately,7,2010
Taylor Swift,Speak Now,If This Was a Movie,16,When time stood still and I had you,8,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",9,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You would, you would if this was a movie",10,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Stand in the rain outside till I came out,11,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",12,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You could, you could if you just said you're sorry",13,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I know that we could work it out somehow,14,2010
Taylor Swift,Speak Now,If This Was a Movie,16,But if this was a movie you'd be here by now,15,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I know people change and these things happen,16,2010
Taylor Swift,Speak Now,If This Was a Movie,16,But I remember how it was back then,17,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Wrapped up in your arms and our friends were laughing,18,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Cause nothing like this ever happened to them,19,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Now I'm pacing down the hall, chasing down your street",20,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Flashback to the night when you said to me,21,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"""Nothing's gonna change, not for me and you""",22,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Not before I knew how much I had to lose,23,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",24,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You would, you would if this was a movie",25,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Stand in the rain outside till I came out,26,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",27,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You could, you could if you just said you're sorry",28,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I know that we could work it out somehow,29,2010
Taylor Swift,Speak Now,If This Was a Movie,16,But if this was a movie you'd be here by now,30,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"If you're out there, if you're somewhere, if you're moving on",31,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I've been waiting for you ever since you've been gone,32,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I just want it back the way it was before,33,2010
Taylor Swift,Speak Now,If This Was a Movie,16,And I just want to see you back at my front door,34,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"And I say ""Come back, come back, come back to me like",35,2010
Taylor Swift,Speak Now,If This Was a Movie,16,You would before you said it's not that easy,36,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Before the fight, before I locked you out""",37,2010
Taylor Swift,Speak Now,If This Was a Movie,16,But I take it all back now,38,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",39,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You would, you would if this was a movie",40,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Stand in the rain outside till I came out,41,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Come back, come back, come back to me like",42,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"You could, you could if you just said you're sorry",43,2010
Taylor Swift,Speak Now,If This Was a Movie,16,I know that we could work it out somehow,44,2010
Taylor Swift,Speak Now,If This Was a Movie,16,But if this was a movie you'd be here by now,45,2010
Taylor Swift,Speak Now,If This Was a Movie,16,You'd be here by now,46,2010
Taylor Swift,Speak Now,If This Was a Movie,16,It's not the kind of ending you want to see now,47,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Baby, what about the ending?",48,2010
Taylor Swift,Speak Now,If This Was a Movie,16,"Oh, I thought you'd be here by now",49,2010
Taylor Swift,Speak Now,If This Was a Movie,16,Thought you'd be here by now,50,2010
Taylor Swift,Speak Now,Superman,17,"Tall, dark, and superman",1,2010
Taylor Swift,Speak Now,Superman,17,He puts papers in his briefcase and drives away,2,2010
Taylor Swift,Speak Now,Superman,17,To save the world or go to work,3,2010
Taylor Swift,Speak Now,Superman,17,It's the same thing to me,4,2010
Taylor Swift,Speak Now,Superman,17,"He's got his mother's eyes, his father's ambition",5,2010
Taylor Swift,Speak Now,Superman,17,I wonder if he knows how much that I miss him,6,2010
Taylor Swift,Speak Now,Superman,17,"I hang on every word you say, yay",7,2010
Taylor Swift,Speak Now,Superman,17,"And you smile and say, ""How are you?�",8,2010
Taylor Swift,Speak Now,Superman,17,"I say, ""Just fine""",9,2010
Taylor Swift,Speak Now,Superman,17,"I always forget to tell you, I love you, I love you forever",10,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,11,2010
Taylor Swift,Speak Now,Superman,17,You've got a busy day today,12,2010
Taylor Swift,Speak Now,Superman,17,"Go save the world, I'll be around",13,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,14,2010
Taylor Swift,Speak Now,Superman,17,Come back I'll be with you someday,15,2010
Taylor Swift,Speak Now,Superman,17,I'll be right here on the ground,16,2010
Taylor Swift,Speak Now,Superman,17,When you come back down,17,2010
Taylor Swift,Speak Now,Superman,17,"Tall, dark and beautiful",18,2010
Taylor Swift,Speak Now,Superman,17,"He's complicated, he's irrational",19,2010
Taylor Swift,Speak Now,Superman,17,"But I hope someday you'll take me away and save the day, yeah",20,2010
Taylor Swift,Speak Now,Superman,17,Something in his deep brown eyes has me sayin',21,2010
Taylor Swift,Speak Now,Superman,17,He's not all bad like his reputation,22,2010
Taylor Swift,Speak Now,Superman,17,And I can't hear one single word they say,23,2010
Taylor Swift,Speak Now,Superman,17,"And you'll leave, got places to be and I'll be OK",24,2010
Taylor Swift,Speak Now,Superman,17,"I always forget to tell you I love you, I loved you from the very first day",25,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,26,2010
Taylor Swift,Speak Now,Superman,17,You've got a busy day today,27,2010
Taylor Swift,Speak Now,Superman,17,"Go save the world, I'll be around",28,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,29,2010
Taylor Swift,Speak Now,Superman,17,Come back I'll be with you someday,30,2010
Taylor Swift,Speak Now,Superman,17,I'll be right here on the ground,31,2010
Taylor Swift,Speak Now,Superman,17,When you come back down,32,2010
Taylor Swift,Speak Now,Superman,17,And I watch you fly around the world,33,2010
Taylor Swift,Speak Now,Superman,17,And I hope you don't save some other girl,34,2010
Taylor Swift,Speak Now,Superman,17,"Don't forget, don't forget about me",35,2010
Taylor Swift,Speak Now,Superman,17,I'm far away but I never let you go,36,2010
Taylor Swift,Speak Now,Superman,17,I'm love-struck and looking out the window,37,2010
Taylor Swift,Speak Now,Superman,17,"Don't forget, don't forget where I'll be",38,2010
Taylor Swift,Speak Now,Superman,17,Right here wishing the flowers were from you,39,2010
Taylor Swift,Speak Now,Superman,17,Wishing the card was from you,40,2010
Taylor Swift,Speak Now,Superman,17,Wishing the call was from you,41,2010
Taylor Swift,Speak Now,Superman,17,'Cause I loved you from the very first day,42,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,43,2010
Taylor Swift,Speak Now,Superman,17,You've got a busy day today,44,2010
Taylor Swift,Speak Now,Superman,17,"Go save the world, I'll be around",45,2010
Taylor Swift,Speak Now,Superman,17,Forever and ever here,46,2010
Taylor Swift,Speak Now,Superman,17,I watch superman fly away,47,2010
Taylor Swift,Speak Now,Superman,17,I swear I'll be with you someday,48,2010
Taylor Swift,Speak Now,Superman,17,I'll be right here on the ground,49,2010
Taylor Swift,Speak Now,Superman,17,When you come back down,50,2010
Taylor Swift,Speak Now,Superman,17,"La, la, la, la, la, la",51,2010
Taylor Swift,Speak Now,Superman,17,"La, la, la, la, la, la",52,2010
Taylor Swift,Speak Now,Superman,17,When you come back down,53,2010
Taylor Swift,Red,State of Grace,1,I'm walking fast through the traffic lights,1,2012
Taylor Swift,Red,State of Grace,1,Busy streets and busy lives,2,2012
Taylor Swift,Red,State of Grace,1,And all we know is touch and go,3,2012
Taylor Swift,Red,State of Grace,1,We are alone with our changing minds,4,2012
Taylor Swift,Red,State of Grace,1,"We fall in love till it hurts or bleeds, or fades in time",5,2012
Taylor Swift,Red,State of Grace,1,And I never saw you coming,6,2012
Taylor Swift,Red,State of Grace,1,And I'll never be the same,7,2012
Taylor Swift,Red,State of Grace,1,You come around and the armor falls,8,2012
Taylor Swift,Red,State of Grace,1,Pierce the room like a cannon ball,9,2012
Taylor Swift,Red,State of Grace,1,"Now all we know, is don't let go",10,2012
Taylor Swift,Red,State of Grace,1,We are alone just you and me,11,2012
Taylor Swift,Red,State of Grace,1,Up in your room and our slates are clean,12,2012
Taylor Swift,Red,State of Grace,1,"Just twin fire signs, four blue eyes",13,2012
Taylor Swift,Red,State of Grace,1,So you were never a saint,14,2012
Taylor Swift,Red,State of Grace,1,And I've loved in shades of wrong,15,2012
Taylor Swift,Red,State of Grace,1,We learn to live with the pain,16,2012
Taylor Swift,Red,State of Grace,1,Mosaic broken hearts,17,2012
Taylor Swift,Red,State of Grace,1,But this love is brave and wild,18,2012
Taylor Swift,Red,State of Grace,1,And I never saw you coming,19,2012
Taylor Swift,Red,State of Grace,1,And I'll never be the same,20,2012
Taylor Swift,Red,State of Grace,1,This is a state of grace,21,2012
Taylor Swift,Red,State of Grace,1,This is the worthwhile fight,22,2012
Taylor Swift,Red,State of Grace,1,Love is a ruthless game,23,2012
Taylor Swift,Red,State of Grace,1,Unless you play it good and right,24,2012
Taylor Swift,Red,State of Grace,1,These are the hands of fate,25,2012
Taylor Swift,Red,State of Grace,1,You're my Achilles heel,26,2012
Taylor Swift,Red,State of Grace,1,This is the golden age of something good,27,2012
Taylor Swift,Red,State of Grace,1,And right and real,28,2012
Taylor Swift,Red,State of Grace,1,And I never saw you coming,29,2012
Taylor Swift,Red,State of Grace,1,And I'll never be the same,30,2012
Taylor Swift,Red,State of Grace,1,And I never saw you coming,31,2012
Taylor Swift,Red,State of Grace,1,And I'll never be the same,32,2012
Taylor Swift,Red,State of Grace,1,This is a state of grace,33,2012
Taylor Swift,Red,State of Grace,1,This is a worthwhile fight,34,2012
Taylor Swift,Red,State of Grace,1,Love is a ruthless game,35,2012
Taylor Swift,Red,State of Grace,1,Unless you play it good and right,36,2012
Taylor Swift,Red,Red,2,Loving him is like driving a new Maserati,1,2012
Taylor Swift,Red,Red,2,Down a dead-end street,2,2012
Taylor Swift,Red,Red,2,"Faster than the wind, passionate as sin",3,2012
Taylor Swift,Red,Red,2,Ending so suddenly,4,2012
Taylor Swift,Red,Red,2,Loving him is like trying to change your mind,5,2012
Taylor Swift,Red,Red,2,Once you're already flying through the free fall,6,2012
Taylor Swift,Red,Red,2,"Like the colors in autumn, so bright",7,2012
Taylor Swift,Red,Red,2,Just before they lose it all,8,2012
Taylor Swift,Red,Red,2,Losing him was blue like I'd never known,9,2012
Taylor Swift,Red,Red,2,"Missing him was dark grey, all alone",10,2012
Taylor Swift,Red,Red,2,Forgetting him was like trying to know somebody you never met,11,2012
Taylor Swift,Red,Red,2,But loving him was red,12,2012
Taylor Swift,Red,Red,2,Touching him was like realizing all you ever wanted,13,2012
Taylor Swift,Red,Red,2,Was right there in front of you,14,2012
Taylor Swift,Red,Red,2,Memorizing him was as easy as knowing,15,2012
Taylor Swift,Red,Red,2,All the words to your old favorite song,16,2012
Taylor Swift,Red,Red,2,Fighting with him was like trying to solve a crossword,17,2012
Taylor Swift,Red,Red,2,And realizing there's no right answer,18,2012
Taylor Swift,Red,Red,2,Regretting him was like wishing you never found out,19,2012
Taylor Swift,Red,Red,2,That love could be that strong,20,2012
Taylor Swift,Red,Red,2,Losing him was blue like I'd never known,21,2012
Taylor Swift,Red,Red,2,"Missing him was dark grey, all alone",22,2012
Taylor Swift,Red,Red,2,Forgetting him was like trying to know somebody you never met,23,2012
Taylor Swift,Red,Red,2,But loving him was red,24,2012
Taylor Swift,Red,Red,2,Remembering him comes in flashbacks and echoes,25,2012
Taylor Swift,Red,Red,2,"Tell myself it's time now, gotta let go",26,2012
Taylor Swift,Red,Red,2,But moving on from him is impossible,27,2012
Taylor Swift,Red,Red,2,When I still see it all in my head,28,2012
Taylor Swift,Red,Red,2,In burning red,29,2012
Taylor Swift,Red,Red,2,Loving him was red,30,2012
Taylor Swift,Red,Red,2,Losing him was blue like I'd never known,31,2012
Taylor Swift,Red,Red,2,"Missing him was dark grey, all alone",32,2012
Taylor Swift,Red,Red,2,Forgetting him was like trying to know somebody you never met,33,2012
Taylor Swift,Red,Red,2,But loving him was red,34,2012
Taylor Swift,Red,Red,2,And that's why he's spinning 'round in my head,35,2012
Taylor Swift,Red,Red,2,"Comes back to me, burning red",36,2012
Taylor Swift,Red,Red,2,"Yeah, yeah",37,2012
Taylor Swift,Red,Red,2,His love was like driving a new Maserati down a dead-end street,38,2012
Taylor Swift,Red,Treacherous,3,Put your lips close to mine,1,2012
Taylor Swift,Red,Treacherous,3,As long as they don't touch,2,2012
Taylor Swift,Red,Treacherous,3,"Out of focus, eye to eye",3,2012
Taylor Swift,Red,Treacherous,3,Till the gravity's too much,4,2012
Taylor Swift,Red,Treacherous,3,And I'll do anything you say,5,2012
Taylor Swift,Red,Treacherous,3,If you say it with your hands,6,2012
Taylor Swift,Red,Treacherous,3,And I'd be smart to walk away,7,2012
Taylor Swift,Red,Treacherous,3,But you're quick sand,8,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,9,2012
Taylor Swift,Red,Treacherous,3,This path is reckless,10,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,11,2012
Taylor Swift,Red,Treacherous,3,And I I I like it,12,2012
Taylor Swift,Red,Treacherous,3,I can't decide if it's a choice,13,2012
Taylor Swift,Red,Treacherous,3,Getting swept away,14,2012
Taylor Swift,Red,Treacherous,3,I hear the sound of my own voice,15,2012
Taylor Swift,Red,Treacherous,3,Asking you to stay,16,2012
Taylor Swift,Red,Treacherous,3,And all we are is skin and bone trained to get along,17,2012
Taylor Swift,Red,Treacherous,3,Forever going with the flow but you're friction,18,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,19,2012
Taylor Swift,Red,Treacherous,3,This path is reckless,20,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,21,2012
Taylor Swift,Red,Treacherous,3,And I I I like it,22,2012
Taylor Swift,Red,Treacherous,3,Two headlights shine through the sleepless night,23,2012
Taylor Swift,Red,Treacherous,3,And I will get you get you alone,24,2012
Taylor Swift,Red,Treacherous,3,Your name has echoed through my mind,25,2012
Taylor Swift,Red,Treacherous,3,And I just think you should think you should know,26,2012
Taylor Swift,Red,Treacherous,3,That nothing safe is worth the drive,27,2012
Taylor Swift,Red,Treacherous,3,"And I will follow you follow you home, follow you follow you home",28,2012
Taylor Swift,Red,Treacherous,3,This hope is treacherous,29,2012
Taylor Swift,Red,Treacherous,3,This daydream is dangerous,30,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,31,2012
Taylor Swift,Red,Treacherous,3,"And I-I-I, I-I-I, I-I-I",32,2012
Taylor Swift,Red,Treacherous,3,Two headlights shine through the sleepless night,33,2012
Taylor Swift,Red,Treacherous,3,And I will get you get you alone,34,2012
Taylor Swift,Red,Treacherous,3,Your name has echoed through my mind,35,2012
Taylor Swift,Red,Treacherous,3,And I just think you should think you should know,36,2012
Taylor Swift,Red,Treacherous,3,That nothing safe is worth the drive,37,2012
Taylor Swift,Red,Treacherous,3,"And I will follow you follow you home, follow you follow you home",38,2012
Taylor Swift,Red,Treacherous,3,This hope is treacherous,39,2012
Taylor Swift,Red,Treacherous,3,This daydream is dangerous,40,2012
Taylor Swift,Red,Treacherous,3,This hope is treacherous,41,2012
Taylor Swift,Red,Treacherous,3,"I-I-I, I-I-I, I-I-I ...",42,2012
Taylor Swift,Red,Treacherous,3,Two headlights shine through the sleepless night,43,2012
Taylor Swift,Red,Treacherous,3,And I will get you get you alone,44,2012
Taylor Swift,Red,Treacherous,3,Your name has echoed through my mind,45,2012
Taylor Swift,Red,Treacherous,3,And I just think you should think you should know,46,2012
Taylor Swift,Red,Treacherous,3,That nothing safe is worth the drive,47,2012
Taylor Swift,Red,Treacherous,3,"And I will follow you follow you home, follow you follow you home",48,2012
Taylor Swift,Red,Treacherous,3,"I'll follow you follow you home, follow you follow you home",49,2012
Taylor Swift,Red,Treacherous,3,This slope is treacherous,50,2012
Taylor Swift,Red,Treacherous,3,And I-I-I like it,51,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Once upon a time, a few mistakes ago",1,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"I was in your sights, you got me alone",2,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"You found me, you found me, you found me",3,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"I guess you didn't care, and I guess I liked that",4,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And when I fell hard, you took a step back",5,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Without me, without me, without me",6,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And he's long gone, when he's next to me",7,2012
Taylor Swift,Red,I Knew You Were Trouble,4,And I realize the blame is on me,8,2012
Taylor Swift,Red,I Knew You Were Trouble,4,'Cause I knew you were trouble when you walked in,9,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,10,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,11,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Till you put me down, oh",12,2012
Taylor Swift,Red,I Knew You Were Trouble,4,I knew you were trouble when you walked in,13,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,14,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,15,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Now I'm lying on the cold hard ground,16,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",17,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",18,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",19,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",20,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"No apologies, he'll never see you cry",21,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Pretends he doesn't know that he's the reason why,22,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"You're drowning, you're drowning",23,2012
Taylor Swift,Red,I Knew You Were Trouble,4,You're drowning,24,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And I heard you moved on, from whispers on the street",25,2012
Taylor Swift,Red,I Knew You Were Trouble,4,A new notch in your belt is all I'll ever be,26,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And now I see, now I see",27,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Now I see,28,2012
Taylor Swift,Red,I Knew You Were Trouble,4,He was long gone when he met me,29,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And I realize the joke is on me, hey!",30,2012
Taylor Swift,Red,I Knew You Were Trouble,4,I knew you were trouble when you walked in,31,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,32,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,33,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Till you put me down, oh",34,2012
Taylor Swift,Red,I Knew You Were Trouble,4,I knew you were trouble when you walked in,35,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,36,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,37,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Now I'm lying on the cold hard ground,38,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",39,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",40,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",41,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",42,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"And the saddest fear, comes creeping in",43,2012
Taylor Swift,Red,I Knew You Were Trouble,4,That you never loved me,44,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Or her, or anyone, or anything, yeah!",45,2012
Taylor Swift,Red,I Knew You Were Trouble,4,I knew you were trouble when you walked in,46,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,47,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,48,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Till you put me down, oh",49,2012
Taylor Swift,Red,I Knew You Were Trouble,4,I knew you were trouble when you walked in,50,2012
Taylor Swift,Red,I Knew You Were Trouble,4,So shame on me now,51,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Flew me to places I'd never been,52,2012
Taylor Swift,Red,I Knew You Were Trouble,4,Now I'm lying on the cold hard ground,53,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",54,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",55,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Oh, oh",56,2012
Taylor Swift,Red,I Knew You Were Trouble,4,"Trouble, trouble, trouble",57,2012
Taylor Swift,Red,All Too Well,5,"I walked through the door with you, the air was cold",1,2012
Taylor Swift,Red,All Too Well,5,But something 'bout it felt like home somehow and I,2,2012
Taylor Swift,Red,All Too Well,5,Left my scarf there at your sister's house,3,2012
Taylor Swift,Red,All Too Well,5,"And you've still got it in your drawer, even now",4,2012
Taylor Swift,Red,All Too Well,5,"Oh, your sweet disposition",5,2012
Taylor Swift,Red,All Too Well,5,And my wide-eyed gaze,6,2012
Taylor Swift,Red,All Too Well,5,We're singing in a car getting lost Upstate,7,2012
Taylor Swift,Red,All Too Well,5,The autumn leaves falling down like pieces into place,8,2012
Taylor Swift,Red,All Too Well,5,And I can picture it after all these days,9,2012
Taylor Swift,Red,All Too Well,5,"And I know it's long gone, and that magic's not here no more",10,2012
Taylor Swift,Red,All Too Well,5,"And I might be okay, but I'm not fine at all",11,2012
Taylor Swift,Red,All Too Well,5,'Cause there we are again on that little town street,12,2012
Taylor Swift,Red,All Too Well,5,You almost ran the red 'cause you were looking over at me,13,2012
Taylor Swift,Red,All Too Well,5,"Wind in my hair, I was there, I remember it all too well",14,2012
Taylor Swift,Red,All Too Well,5,Photo album on the counter,15,2012
Taylor Swift,Red,All Too Well,5,Your cheeks were turning red,16,2012
